ICD10 Code,Description,Type of Surgery,Body Part,Index
0WQ0X,"Repair Head, External Approach",General Surgery,General,13
0PRD0,"Replacement of Left Humeral Head with Autologous Tissue Substitute, Open Approach
Replacement of Left Humeral Head with Synthetic Substitute, Open Approach
Replacement of Left Humeral Head with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
09R10,"Replacement of Left External Ear with Autologous Tissue Substitute, Open Approach
Replacement of Left External Ear with Synthetic Substitute, Open Approach
Replacement of Left External Ear with Nonautologous Tissue Substitute, Open Approach",Ear Surgery,ENT,6
0DT54,"Resection of Esophagus, Percutaneous Endoscopic Approach",General Surgery,General,13
0D1BX,,General Surgery,General,13
02JA0,"Inspection of Heart, Open Approach",Cardiac Surgery,Cardiac,1
0W1F4,,General Surgery,General,13
0FB40,"Excision of Gallbladder, Open Approach, Diagnostic
Excision of Gallbladder, Open Approach",Urinary Surgery,Renal,3
0U9L0,"Drainage of Vestibular Gland with Drainage Device, Open Approach
Drainage of Vestibular Gland, Open Approach, Diagnostic
Drainage of Vestibular Gland, Open Approach",General Surgery,General,13
08XJX,,General Surgery,General,13
0DJJ7,,General Surgery,General,13
0SDC0,,General Surgery,General,13
0NQRX,"Repair Maxilla, External Approach",General Surgery,General,13
09TB0,"Resection of Right Mastoid Sinus, Open Approach",Tympanoplasty,ENT,6
08R53,"Replacement of Left Vitreous with Autologous Tissue Substitute, Percutaneous Approach
Replacement of Left Vitreous with Synthetic Substitute, Percutaneous Approach
Replacement of Left Vitreous with Nonautologous Tissue Substitute, Percutaneous Approach",General Surgery,General,13
0TJB0,"Inspection of Bladder, Open Approach",Urinary Surgery,Renal,3
0BJK4,"Inspection of Right Lung, Percutaneous Endoscopic Approach",Lung Surgery,Pulmonary,9
0TND0,"Release Urethra, Open Approach",General Surgery,General,13
0UBGF,,General Surgery,General,13
0HQ9X,"Repair Perineum Skin, External Approach",General Surgery,General,13
08TJ0,,General Surgery,General,13
0DBF4,"Excision of Right Large Intestine, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Large Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
00T20,,General Surgery,General,13
0QD60,"Extraction of Right Upper Femur, Open Approach",General Surgery,General,13
07900,"Drainage of Head Lymphatic with Drainage Device, Open Approach
Drainage of Head Lymphatic, Open Approach, Diagnostic
Drainage of Head Lymphatic, Open Approach",General Surgery,General,13
0UBD4,,General Surgery,General,13
06DM0,"Extraction of Right Femoral Vein, Open Approach",General Surgery,General,13
08BTX,"Excision of Left Conjunctiva, External Approach, Diagnostic
Excision of Left Conjunctiva, External Approach",General Surgery,General,13
0DBG0,"Excision of Left Large Intestine, Open Approach, Diagnostic
Excision of Left Large Intestine, Open Approach",General Surgery,General,13
0BQC0,"Repair Right Upper Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
0RG60,"Fusion of Thoracic Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach
Fusion of Thoracic Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach
Fusion of Thoracic Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach
Fusion of Thoracic Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach
Fusion of Thoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",Spine Surgery,Neurological,2
0DQF4,"Repair Right Large Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
07TM0,"Resection of Thymus, Open Approach",General Surgery,General,13
0GB24,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach",General Surgery,General,13
0SBF4,"Excision of Right Ankle Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Ankle Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
09BQ7,,General Surgery,General,13
07TH0,"Resection of Right Inguinal Lymphatic, Open Approach",General Surgery,General,13
0HBU4,,General Surgery,General,13
0A0D0,,General Surgery,General,13
0TC08,"Extirpation of Matter from Right Kidney, Via Natural or Artificial Opening Endoscopic",Kidney Transplant,Renal,3
0QP70,"Removal of Internal Fixation Device from Left Upper Femur, Open Approach
Removal of External Fixation Device from Left Upper Femur, Open Approach
Removal of Autologous Tissue Substitute from Left Upper Femur, Open Approach
Removal of Synthetic Substitute from Left Upper Femur, Open Approach
Removal of Nonautologous Tissue Substitute from Left Upper Femur, Open Approach",General Surgery,General,13
0QN60,"Release Right Upper Femur, Open Approach",General Surgery,General,13
0CQS3,"Repair Larynx, Percutaneous Approach",General Surgery,General,13
0PBS0,"Excision of Left Thumb Phalanx, Open Approach, Diagnostic
Excision of Left Thumb Phalanx, Open Approach",General Surgery,General,13
08Q43,"Repair Right Vitreous, Percutaneous Approach",General Surgery,General,13
0UJ04,,General Surgery,General,13
0T968,"Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening Endoscopic
Drainage of Right Ureter, Via Natural or Artificial Opening Endoscopic, Diagnostic
Drainage of Right Ureter, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
09S70,"Reposition Right Tympanic Membrane, Open Approach",General Surgery,General,13
08TP4,,General Surgery,General,13
0WB40,"Excision of Upper Jaw, Open Approach, Diagnostic
Excision of Upper Jaw, Open Approach",General Surgery,General,13
0RGV0,"Fusion of Left Metacarpophalangeal Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Left Metacarpophalangeal Joint with Internal Fixation Device, Open Approach
Fusion of Left Metacarpophalangeal Joint with External Fixation Device, Open Approach
Fusion of Left Metacarpophalangeal Joint with Autologous Tissue Substitute, Open Approach
Fusion of Left Metacarpophalangeal Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
00BTX,,General Surgery,General,13
0DLF4,"Occlusion of Right Large Intestine with Extraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Right Large Intestine with Intraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Right Large Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
0HXT0,,General Surgery,General,13
0U9C0,"Drainage of Cervix with Drainage Device, Open Approach
Drainage of Cervix, Open Approach, Diagnostic
Drainage of Cervix, Open Approach",General Surgery,General,13
08BKX,,General Surgery,General,13
0VN00,"Release Prostate, Open Approach",General Surgery,General,13
06LY0,"Occlusion of Hemorrhoidal Plexus with Extraluminal Device, Open Approach
Occlusion of Lower Vein with Extraluminal Device, Open Approach
Occlusion of Hemorrhoidal Plexus with Intraluminal Device, Open Approach
Occlusion of Lower Vein with Intraluminal Device, Open Approach
Occlusion of Hemorrhoidal Plexus, Open Approach",General Surgery,General,13
0RBN0,"Excision of Right Wrist Joint, Open Approach, Diagnostic
Excision of Right Wrist Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
08BN0,"Excision of Right Upper Eyelid, Open Approach, Diagnostic
Excision of Right Upper Eyelid, Open Approach",Eye Surgery,Ophthalmological,12
0YBC0,"Excision of Right Upper Leg, Open Approach, Diagnostic
Excision of Right Upper Leg, Open Approach",General Surgery,General,13
0UB9F,,General Surgery,General,13
0DBP4,"Excision of Rectum, Percutaneous Endoscopic Approach, Diagnostic
Excision of Rectum, Percutaneous Endoscopic Approach",General Surgery,General,13
0BBK3,"Excision of Right Lung, Percutaneous Approach, Diagnostic
Excision of Right Lung, Percutaneous Approach",Lung Surgery,Pulmonary,9
09050,,General Surgery,General,13
05BYX,,General Surgery,General,13
0XB84,"Excision of Right Upper Arm, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Upper Arm, Percutaneous Endoscopic Approach",General Surgery,General,13
0UTD0,,General Surgery,General,13
0TQD0,"Repair Urethra, Open Approach",General Surgery,General,13
0PXCX,,General Surgery,General,13
0HP0X,,General Surgery,General,13
0TRB7,"Replacement of Bladder with Autologous Tissue Substitute, Via Natural or Artificial Opening
Replacement of Bladder with Synthetic Substitute, Via Natural or Artificial Opening
Replacement of Bladder with Nonautologous Tissue Substitute, Via Natural or Artificial Opening",Urinary Surgery,Renal,3
0THB0,"Insertion of Radioactive Element into Bladder, Open Approach
Insertion of Monitoring Device into Bladder, Open Approach
Insertion of Infusion Device into Bladder, Open Approach
Insertion of Artificial Sphincter into Bladder, Open Approach
Insertion of Stimulator Lead into Bladder, Open Approach",Urinary Surgery,Renal,3
08DN3,,General Surgery,General,13
00PT0,,General Surgery,General,13
0SQA0,,General Surgery,General,13
0RWM0,"Revision of Drainage Device in Left Elbow Joint, Open Approach
Revision of Infusion Device in Left Elbow Joint, Open Approach
Revision of Internal Fixation Device in Left Elbow Joint, Open Approach
Revision of External Fixation Device in Left Elbow Joint, Open Approach
Revision of Autologous Tissue Substitute in Left Elbow Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
04C50,"Extirpation of Matter from Superior Mesenteric Artery, Open Approach",General Surgery,General,13
0UB14,"Excision of Left Ovary, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Ovary, Percutaneous Endoscopic Approach",General Surgery,General,13
0WSN4,,General Surgery,General,13
0B0T0,,General Surgery,General,13
0VR00,,General Surgery,General,13
02BF0,"Excision of Aortic Valve, Open Approach, Diagnostic
Excision of Aortic Valve, Open Approach",General Surgery,General,13
02BW0,"Excision of Thoracic Aorta, Descending, Open Approach
Excision of Thoracic Aorta, Descending, Open Approach, Diagnostic",General Surgery,General,13
0SPC0,"Removal of Drainage Device from Right Knee Joint, Open Approach
Removal of Infusion Device from Right Knee Joint, Open Approach
Removal of Internal Fixation Device from Right Knee Joint, Open Approach
Removal of External Fixation Device from Right Knee Joint, Open Approach
Removal of Autologous Tissue Substitute from Right Knee Joint, Open Approach",Hip Replacement,Orthopedic,5
01R50,"Replacement of Median Nerve with Autologous Tissue Substitute, Open Approach
Replacement of Median Nerve with Synthetic Substitute, Open Approach
Replacement of Median Nerve with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0QP80,"Removal of Internal Fixation Device from Right Femoral Shaft, Open Approach
Removal of External Fixation Device from Right Femoral Shaft, Open Approach
Removal of Autologous Tissue Substitute from Right Femoral Shaft, Open Approach
Removal of Synthetic Substitute from Right Femoral Shaft, Open Approach
Removal of Nonautologous Tissue Substitute from Right Femoral Shaft, Open Approach",General Surgery,General,13
0BBL0,"Excision of Left Lung, Open Approach, Diagnostic
Excision of Left Lung, Open Approach",Lung Surgery,Pulmonary,9
0HD07,,General Surgery,General,13
0QD70,"Extraction of Left Upper Femur, Open Approach",General Surgery,General,13
02B50,"Excision of Atrial Septum, Open Approach, Diagnostic
Excision of Atrial Septum, Open Approach",General Surgery,General,13
08040,,General Surgery,General,13
0DQEX,,General Surgery,General,13
0TYB0,,General Surgery,General,13
0US94,"Reposition Uterus, Percutaneous Endoscopic Approach",General Surgery,General,13
0SPF0,"Removal of Drainage Device from Right Ankle Joint, Open Approach
Removal of Infusion Device from Right Ankle Joint, Open Approach
Removal of Internal Fixation Device from Right Ankle Joint, Open Approach
Removal of External Fixation Device from Right Ankle Joint, Open Approach
Removal of Autologous Tissue Substitute from Right Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0W900,"Drainage of Head with Drainage Device, Open Approach
Drainage of Head, Open Approach, Diagnostic
Drainage of Head, Open Approach",General Surgery,General,13
0VQS4,"Repair Penis, Percutaneous Endoscopic Approach",General Surgery,General,13
0S6C0,,General Surgery,General,13
02B10,,General Surgery,General,13
0DDEX,,General Surgery,General,13
0NSM3,"Reposition Right Zygomatic Bone with Internal Fixation Device, Percutaneous Approach
Reposition Right Zygomatic Bone, Percutaneous Approach",General Surgery,General,13
0SBJ0,"Excision of Left Tarsal Joint, Open Approach, Diagnostic
Excision of Left Tarsal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0SNH0,"Release Right Tarsal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
09N00,"Release Right External Ear, Open Approach",Ear Surgery,ENT,6
0HT00,,General Surgery,General,13
08QP0,"Repair Left Upper Eyelid, Open Approach",Eye Surgery,Ophthalmological,12
0RBJ4,"Excision of Right Shoulder Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Shoulder Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0JX10,"Transfer Face Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach
Transfer Face Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach
Transfer Face Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0QN70,"Release Left Upper Femur, Open Approach",General Surgery,General,13
0K140,,General Surgery,General,13
0312X,,General Surgery,General,13
09B7X,,General Surgery,General,13
0W980,"Drainage of Chest Wall with Drainage Device, Open Approach
Drainage of Chest Wall, Open Approach, Diagnostic
Drainage of Chest Wall, Open Approach",General Surgery,General,13
0VTG0,"Resection of Left Spermatic Cord, Open Approach",General Surgery,General,13
0QT70,"Resection of Left Upper Femur, Open Approach",General Surgery,General,13
0SPJ0,"Removal of Drainage Device from Left Tarsal Joint, Open Approach
Removal of Infusion Device from Left Tarsal Joint, Open Approach
Removal of Internal Fixation Device from Left Tarsal Joint, Open Approach
Removal of External Fixation Device from Left Tarsal Joint, Open Approach
Removal of Autologous Tissue Substitute from Left Tarsal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0WQ80,"Repair Chest Wall, Open Approach",General Surgery,General,13
0D1N4,"Bypass Sigmoid Colon to Cutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Sigmoid Colon to Sigmoid Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Sigmoid Colon to Rectum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Sigmoid Colon to Cutaneous with Synthetic Substitute, Percutaneous Endoscopic Approach
Bypass Sigmoid Colon to Sigmoid Colon with Synthetic Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
08G40,,General Surgery,General,13
0UQ94,"Repair Uterus, Percutaneous Endoscopic Approach",General Surgery,General,13
0DT00,,General Surgery,General,13
0DJS4,,General Surgery,General,13
0YT50,,General Surgery,General,13
0Q8G0,"Division of Right Tibia, Open Approach",General Surgery,General,13
0PP0X,"Removal of Internal Fixation Device from Sternum, External Approach",General Surgery,General,13
0TQ30,"Repair Right Kidney Pelvis, Open Approach",Kidney Transplant,Renal,3
0PS04,"Reposition Sternum with Rigid Plate Internal Fixation Device, Percutaneous Endoscopic Approach
Reposition Sternum with Internal Fixation Device, Percutaneous Endoscopic Approach
Reposition Sternum, Percutaneous Endoscopic Approach",General Surgery,General,13
0SJD0,"Inspection of Left Knee Joint, Open Approach",Hip Replacement,Orthopedic,5
09B77,"Excision of Right Tympanic Membrane, Via Natural or Artificial Opening, Diagnostic
Excision of Right Tympanic Membrane, Via Natural or Artificial Opening",Tympanoplasty,ENT,6
0HB03,,General Surgery,General,13
0DBG4,"Excision of Left Large Intestine, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Large Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
0DJE4,,General Surgery,General,13
0FT98,"Resection of Common Bile Duct, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
0W390,"Control Bleeding in Right Pleural Cavity, Open Approach",General Surgery,General,13
0QBM0,"Excision of Left Tarsal, Open Approach, Diagnostic
Excision of Left Tarsal, Open Approach",General Surgery,General,13
0WR00,,General Surgery,General,13
0Y6M0,"Detachment at Right Foot, Complete, Open Approach
Detachment at Right Foot, Complete 1st Ray, Open Approach
Detachment at Right Foot, Complete 2nd Ray, Open Approach
Detachment at Right Foot, Complete 3rd Ray, Open Approach
Detachment at Right Foot, Complete 4th Ray, Open Approach",General Surgery,General,13
0F194,"Bypass Common Bile Duct to Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Common Bile Duct to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Common Bile Duct to Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Common Bile Duct to Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Bypass Common Bile Duct to Caudate Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0UQD0,,General Surgery,General,13
0MR8X,,General Surgery,General,13
0YQ64,"Repair Left Inguinal Region, Percutaneous Endoscopic Approach",General Surgery,General,13
0PPK0,"Removal of Internal Fixation Device from Right Ulna, Open Approach
Removal of External Fixation Device from Right Ulna, Open Approach
Removal of Autologous Tissue Substitute from Right Ulna, Open Approach
Removal of Synthetic Substitute from Right Ulna, Open Approach
Removal of Nonautologous Tissue Substitute from Right Ulna, Open Approach",General Surgery,General,13
03T2X,,General Surgery,General,13
0N9T0,"Drainage of Right Mandible with Drainage Device, Open Approach
Drainage of Right Mandible, Open Approach, Diagnostic
Drainage of Right Mandible, Open Approach",General Surgery,General,13
0N8T0,"Division of Right Mandible, Open Approach",General Surgery,General,13
0P8C0,"Division of Right Humeral Head, Open Approach",General Surgery,General,13
02QN0,"Repair Pericardium, Open Approach",General Surgery,General,13
0MHN0,,General Surgery,General,13
0V9S0,"Drainage of Penis with Drainage Device, Open Approach
Drainage of Penis, Open Approach, Diagnostic
Drainage of Penis, Open Approach",General Surgery,General,13
08T1X,"Resection of Left Eye, External Approach",Eye Surgery,Ophthalmological,12
08R8X,"Replacement of Right Cornea with Autologous Tissue Substitute, External Approach
Replacement of Right Cornea with Synthetic Substitute, External Approach
Replacement of Right Cornea with Nonautologous Tissue Substitute, External Approach",General Surgery,General,13
09B74,"Excision of Right Tympanic Membrane, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Tympanic Membrane, Percutaneous Endoscopic Approach",Tympanoplasty,ENT,6
0TTB8,"Resection of Bladder, Via Natural or Artificial Opening Endoscopic",Urinary Surgery,Renal,3
08QK3,"Repair Left Lens, Percutaneous Approach",General Surgery,General,13
09T80,"Resection of Left Tympanic Membrane, Open Approach",General Surgery,General,13
00D0X,,General Surgery,General,13
00T00,,General Surgery,General,13
0YBD0,"Excision of Left Upper Leg, Open Approach, Diagnostic
Excision of Left Upper Leg, Open Approach",General Surgery,General,13
00T04,,General Surgery,General,13
0MDN0,"Extraction of Right Knee Bursa and Ligament, Open Approach",Hip Replacement,Orthopedic,5
0SJH4,"Inspection of Right Tarsal Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
09J0X,,General Surgery,General,13
0UB93,"Excision of Uterus, Percutaneous Approach, Diagnostic
Excision of Uterus, Percutaneous Approach",General Surgery,General,13
02RX0,"Replacement of Thoracic Aorta, Ascending/Arch with Autologous Tissue Substitute, Open Approach
Replacement of Thoracic Aorta, Ascending/Arch with Zooplastic Tissue, Open Approach
Replacement of Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach
Replacement of Thoracic Aorta, Ascending/Arch with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0FJ04,"Inspection of Liver, Percutaneous Endoscopic Approach",Liver Surgery,Hepatic,8
0H600,,General Surgery,General,13
0KB04,"Excision of Head Muscle, Percutaneous Endoscopic Approach, Diagnostic
Excision of Head Muscle, Percutaneous Endoscopic Approach",General Surgery,General,13
09N10,"Release Left External Ear, Open Approach",Ear Surgery,ENT,6
07CK4,"Extirpation of Matter from Thoracic Duct, Percutaneous Endoscopic Approach",General Surgery,General,13
0RBF4,"Excision of Left Sternoclavicular Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Sternoclavicular Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0D1B4,"Bypass Ileum to Cutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Ileum to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Ileum to Cecum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Ileum to Ascending Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Ileum to Transverse Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0MBNX,,General Surgery,General,13
08BK7,,General Surgery,General,13
0PU00,"Supplement Sternum with Autologous Tissue Substitute, Open Approach
Supplement Sternum with Synthetic Substitute, Open Approach
Supplement Sternum with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
06BN0,"Excision of Left Femoral Vein, Open Approach, Diagnostic
Excision of Left Femoral Vein, Open Approach",General Surgery,General,13
0D100,,General Surgery,General,13
0USG4,"Reposition Vagina, Percutaneous Endoscopic Approach",General Surgery,General,13
0A152,,General Surgery,General,13
02Q00,"Repair Coronary Artery, One Artery, Open Approach",General Surgery,General,13
0HQV0,"Repair Bilateral Breast, Open Approach",Breast Surgery,Breast,10
02VP0,"Restriction of Pulmonary Trunk, Open Approach
Restriction of Pulmonary Trunk with Extraluminal Device, Open Approach
Restriction of Pulmonary Trunk with Intraluminal Device, Open Approach",Lung Surgery,Pulmonary,9
0W3G4,"Control Bleeding in Peritoneal Cavity, Percutaneous Endoscopic Approach",General Surgery,General,13
09Q50,"Repair Right Middle Ear, Open Approach",Ear Surgery,ENT,6
0PJF4,,General Surgery,General,13
0E1H0,,General Surgery,General,13
0U190,,General Surgery,General,13
02B64,"Excision of Right Atrium, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Atrium, Percutaneous Endoscopic Approach",General Surgery,General,13
02RA0,"Replacement of Heart with Biologic and Synthetic Substitute, Autoregulated Electrohydraulic, Open Approach
Replacement of Heart with Synthetic Substitute, Pneumatic, Open Approach",Cardiac Surgery,Cardiac,1
0FT94,"Resection of Common Bile Duct, Percutaneous Endoscopic Approach",General Surgery,General,13
0UT50,"Resection of Right Fallopian Tube, Open Approach",General Surgery,General,13
0PD3X,,General Surgery,General,13
0DV40,"Restriction of Esophagogastric Junction with Extraluminal Device, Open Approach
Restriction of Esophagogastric Junction with Intraluminal Device, Open Approach
Restriction of Esophagogastric Junction, Open Approach",General Surgery,General,13
0BDN0,"Extraction of Right Pleura, Open Approach, Diagnostic
Extraction of Right Pleura, Open Approach",General Surgery,General,13
0QB77,,General Surgery,General,13
0DJE0,,General Surgery,General,13
0QH63,"Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Approach
Insertion of External Fixation Device into Right Upper Femur, Percutaneous Approach
Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Approach
Insertion of Limb Lengthening External Fixation Device into Right Upper Femur, Percutaneous Approach
Insertion of Monoplanar External Fixation Device into Right Upper Femur, Percutaneous Approach",General Surgery,General,13
0UBB7,,General Surgery,General,13
0YB60,"Excision of Left Inguinal Region, Open Approach, Diagnostic
Excision of Left Inguinal Region, Open Approach",General Surgery,General,13
0T167,,General Surgery,General,13
0BC00,,General Surgery,General,13
08BK3,"Excision of Left Lens, Percutaneous Approach, Diagnostic
Excision of Left Lens, Percutaneous Approach",General Surgery,General,13
09QP0,"Repair Accessory Sinus, Open Approach",Tympanoplasty,ENT,6
02LF0,,General Surgery,General,13
03L23,"Occlusion of Innominate Artery with Extraluminal Device, Percutaneous Approach
Occlusion of Innominate Artery with Intraluminal Device, Percutaneous Approach
Occlusion of Innominate Artery, Percutaneous Approach",General Surgery,General,13
0D9S0,,General Surgery,General,13
0FQ90,"Repair Common Bile Duct, Open Approach",General Surgery,General,13
02BN4,"Excision of Pericardium, Percutaneous Endoscopic Approach, Diagnostic
Excision of Pericardium, Percutaneous Endoscopic Approach",General Surgery,General,13
0T7D7,"Dilation of Urethra with Intraluminal Device, Via Natural or Artificial Opening
Dilation of Urethra, Via Natural or Artificial Opening",General Surgery,General,13
07QT0,,General Surgery,General,13
0TDB7,,General Surgery,General,13
0JTC0,,General Surgery,General,13
0SB9X,,General Surgery,General,13
0BJ08,"Inspection of Tracheobronchial Tree, Via Natural or Artificial Opening Endoscopic",General Surgery,General,13
0CB87,,General Surgery,General,13
0S1D0,,General Surgery,General,13
0TJB4,"Inspection of Bladder, Percutaneous Endoscopic Approach",Urinary Surgery,Renal,3
0JSC4,,General Surgery,General,13
0SYD4,,General Surgery,General,13
0WJN4,"Inspection of Female Perineum, Percutaneous Endoscopic Approach",General Surgery,General,13
051Y0,,General Surgery,General,13
0PH04,"Insertion of Rigid Plate Internal Fixation Device into Sternum, Percutaneous Endoscopic Approach
Insertion of Internal Fixation Device into Sternum, Percutaneous Endoscopic Approach",General Surgery,General,13
0YX50,,General Surgery,General,13
041L0,"Bypass Left Femoral Artery to Right Femoral Artery with Autologous Venous Tissue, Open Approach
Bypass Left Femoral Artery to Left Femoral Artery with Autologous Venous Tissue, Open Approach
Bypass Left Femoral Artery to Bilateral Femoral Arteries with Autologous Venous Tissue, Open Approach
Bypass Left Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach
Bypass Left Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach",Valve Replacement,Cardiac,1
0WJ00,"Inspection of Head, Open Approach",General Surgery,General,13
09D00,,General Surgery,General,13
0T710,,General Surgery,General,13
0W9J4,"Drainage of Pelvic Cavity with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Pelvic Cavity, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Pelvic Cavity, Percutaneous Endoscopic Approach",General Surgery,General,13
09XB0,,General Surgery,General,13
0PRC0,"Replacement of Right Humeral Head with Autologous Tissue Substitute, Open Approach
Replacement of Right Humeral Head with Synthetic Substitute, Open Approach
Replacement of Right Humeral Head with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0YQDX,"Repair Left Upper Leg, External Approach",General Surgery,General,13
0TC10,"Extirpation of Matter from Left Kidney, Open Approach",Kidney Transplant,Renal,3
0S9C0,"Drainage of Right Knee Joint with Drainage Device, Open Approach
Drainage of Right Knee Joint, Open Approach, Diagnostic
Drainage of Right Knee Joint, Open Approach",Hip Replacement,Orthopedic,5
091C0,,General Surgery,General,13
0FQG4,"Repair Pancreas, Percutaneous Endoscopic Approach",General Surgery,General,13
0Q9G0,"Drainage of Right Tibia with Drainage Device, Open Approach
Drainage of Right Tibia, Open Approach, Diagnostic
Drainage of Right Tibia, Open Approach",General Surgery,General,13
0LQQ0,"Repair Right Knee Tendon, Open Approach",Hip Replacement,Orthopedic,5
08D23,,General Surgery,General,13
0RQ0X,"Repair Occipital-cervical Joint, External Approach",Orthopedic Surgery,Orthopedic,5
0QB7X,,General Surgery,General,13
0MJN0,,General Surgery,General,13
0TY10,"Transplantation of Left Kidney, Allogeneic, Open Approach
Transplantation of Left Kidney, Syngeneic, Open Approach
Transplantation of Left Kidney, Zooplastic, Open Approach",Kidney Transplant,Renal,3
08NPX,"Release Left Upper Eyelid, External Approach",Eye Surgery,Ophthalmological,12
0PXS0,,General Surgery,General,13
0UBM7,,General Surgery,General,13
0V993,"Drainage of Right Testis with Drainage Device, Percutaneous Approach
Drainage of Right Testis, Percutaneous Approach, Diagnostic
Drainage of Right Testis, Percutaneous Approach",General Surgery,General,13
03T24,,General Surgery,General,13
0MJP4,,General Surgery,General,13
0FTG4,"Resection of Pancreas, Percutaneous Endoscopic Approach",General Surgery,General,13
0XW80,,General Surgery,General,13
0SRJ0,"Replacement of Left Tarsal Joint with Autologous Tissue Substitute, Open Approach
Replacement of Left Tarsal Joint with Synthetic Substitute, Open Approach
Replacement of Left Tarsal Joint with Nonautologous Tissue Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0SSG0,"Reposition Left Ankle Joint with Internal Fixation Device, Open Approach
Reposition Left Ankle Joint with External Fixation Device, Open Approach
Reposition Left Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0P8H0,"Division of Right Radius, Open Approach",General Surgery,General,13
